,estado_civil,tipo_ingresso,ordem_aplicacao,curso,turno,curso_previo,nacionalidade,qualificacao_mae,qualificacao_pai,ocupacao_mae,ocupacao_pai,vulneravel_nacional,pcd,inadimplente,mensalidade_em_dia,genero,bolsista,idade_matricula,intercambio,1sem_creditos_creditados,1sem_creditos_matriculados,1sem_creditos_avaliados,1sem_creditos_aprovados,1sem_creditos_sem_avaliacao,2sem_creditos_creditados,2sem_creditos_matriculados,2sem_creditos_avaliados,2sem_creditos_aprovados,2sem_creditos_sem_avaliacao,evadido
1997,1,8,1,15,1,1,1,22,27,10,10,0,0,0,1,0,0,18,0,0,6,7,6,0,0,6,6,6,0,Formado
1998,1,12,1,3,0,1,1,22,28,5,8,1,0,0,1,0,0,24,0,0,6,10,1,0,0,6,12,0,0,Evadido
1999,1,16,1,9,1,1,1,13,14,10,8,0,0,1,0,0,0,32,0,14,15,17,14,0,13,13,13,13,0,Formado
2000,1,12,1,11,1,1,1,1,1,10,7,1,0,1,0,0,0,24,0,0,6,14,6,0,0,6,16,3,0,Evadido
2001,1,1,1,10,1,1,1,23,27,10,6,0,0,0,1,0,1,18,0,0,6,6,6,0,0,6,7,0,0,Evadido
2002,1,16,1,11,1,1,1,23,28,10,10,0,0,0,1,0,0,28,0,0,6,8,6,0,0,6,8,5,0,Formado
2003,1,8,5,16,1,1,1,13,28,5,9,1,0,0,1,0,1,18,0,0,6,8,6,0,0,6,9,4,0,Evadido
2004,1,4,1,16,1,3,1,19,24,1,1,1,0,0,0,0,0,24,0,0,6,12,0,0,0,5,10,0,0,Evadido
2005,1,1,1,6,1,1,1,1,27,5,11,0,0,0,1,0,0,19,0,0,5,7,5,0,0,5,6,5,0,Formado
2006,2,12,1,3,0,1,1,22,27,10,9,0,0,0,1,0,0,44,0,0,6,6,6,0,0,6,6,6,0,Formado
2007,1,7,3,6,1,1,1,22,27,10,3,1,0,0,1,0,1,18,0,0,6,14,6,0,0,6,9,6,0,Formado
2008,1,1,1,2,1,1,1,22,27,10,8,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,Formado
2009,1,1,6,15,1,1,1,1,1,12,12,0,0,0,1,0,0,22,0,0,6,0,0,0,0,6,0,0,0,Evadido
2010,1,9,1,16,1,1,1,22,27,10,6,0,0,0,1,0,1,18,0,0,7,9,6,0,0,7,7,6,0,Formado
2011,2,12,1,17,0,1,1,22,27,10,5,0,0,0,1,0,0,44,0,0,5,5,5,0,0,5,5,5,0,Formado
2012,5,12,1,16,1,12,1,23,1,6,4,0,0,1,1,0,0,33,0,0,6,7,5,0,0,6,7,5,0,Evadido
2013,2,12,1,16,1,1,1,22,27,10,10,0,0,1,0,0,0,32,0,0,6,6,0,0,0,5,10,0,0,Evadido
2014,2,12,1,4,1,1,1,13,14,5,5,0,0,0,0,0,0,35,0,0,6,0,0,0,0,6,0,0,0,Evadido
2015,1,1,1,10,1,1,1,13,14,7,7,1,0,0,1,0,0,20,0,0,6,6,6,0,0,6,7,6,0,Formado
2016,1,12,1,11,1,1,1,3,1,7,7,1,0,0,1,0,0,24,0,0,6,8,5,0,0,6,7,5,0,Formado
2017,1,1,1,12,1,1,1,23,1,10,11,0,0,0,1,0,0,19,0,0,7,7,7,0,0,8,9,8,0,Formado
2018,1,1,1,11,1,1,1,13,14,6,6,1,0,0,1,0,0,21,0,0,6,8,5,0,0,6,6,5,0,
2019,1,1,2,15,1,1,1,1,1,5,10,1,0,0,1,1,1,19,0,0,6,7,6,0,0,6,6,6,0,Formado
2020,1,13,1,4,1,1,1,13,1,10,6,1,0,0,0,1,0,27,0,0,6,10,0,0,0,6,8,0,0,Evadido
2021,1,12,1,16,1,1,1,13,1,10,5,0,0,0,0,0,0,30,0,0,6,0,0,0,0,6,0,0,0,Evadido
2022,1,8,4,2,1,1,1,23,28,10,10,1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,Evadido
2023,1,1,1,5,1,1,1,1,10,6,9,1,0,0,1,1,0,19,0,0,6,6,6,0,0,6,8,6,0,Formado
2024,2,12,1,17,0,1,1,22,27,10,11,0,0,0,1,0,0,34,0,0,5,12,2,0,0,5,9,4,0,
2025,1,14,1,12,1,1,1,4,14,5,11,0,0,0,1,1,0,18,0,0,7,7,7,0,0,8,10,7,0,Formado
2026,1,1,1,2,1,1,1,3,2,4,4,1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,Formado
2027,1,1,2,2,1,1,1,3,29,2,4,1,0,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,
2028,1,1,1,12,1,1,1,13,27,5,10,1,0,0,1,0,1,19,0,0,7,7,6,0,0,7,7,6,0,Formado
2029,1,1,1,15,1,1,1,22,28,10,7,1,0,0,1,1,0,18,0,0,6,6,6,0,0,6,6,6,0,Formado
2030,1,8,2,12,1,1,1,13,14,10,11,1,0,0,1,0,0,19,0,0,7,7,7,0,0,8,8,8,0,Formado
2031,4,12,1,11,1,1,1,23,27,10,10,0,0,1,1,0,0,45,0,4,10,12,5,4,2,8,8,0,2,Evadido
2032,1,12,1,6,1,1,1,13,27,10,7,1,0,0,1,0,0,26,0,0,6,17,6,0,0,6,21,4,0,Formado
2033,2,12,2,17,0,1,1,22,27,10,10,1,0,0,1,1,0,51,0,0,4,4,0,0,0,5,0,0,0,Evadido
2034,2,12,1,15,1,12,1,22,27,7,7,0,0,1,1,1,1,49,0,0,6,8,6,0,0,6,7,6,0,Formado
2035,1,13,1,12,1,1,1,3,14,3,9,0,0,0,1,1,0,22,0,3,6,7,3,0,4,7,8,4,0,
2036,1,8,1,9,1,1,1,1,27,6,10,1,0,0,1,1,0,22,0,0,5,8,2,0,0,5,7,1,0,Evadido
2037,2,4,1,8,1,3,1,3,3,2,2,0,0,0,1,0,0,33,0,1,5,11,2,1,1,5,8,2,0,Evadido
2038,1,5,1,14,1,1,9,22,27,10,10,0,0,0,1,0,0,20,1,0,5,6,5,0,0,5,6,4,0,Formado
2039,1,1,4,10,1,1,1,23,14,8,8,1,0,0,1,0,1,18,0,0,6,6,6,0,0,6,6,6,0,Formado
2040,1,1,5,16,1,1,1,23,27,10,10,1,0,1,0,0,0,20,0,0,6,9,3,0,0,6,10,2,0,Evadido
2041,2,18,1,17,0,1,14,23,27,5,7,0,0,0,1,0,0,37,1,5,10,11,7,0,5,10,11,10,0,Formado
2042,1,1,1,11,1,1,2,22,1,10,4,1,0,0,1,1,0,18,1,0,6,6,6,0,0,6,6,6,0,Formado
2043,1,1,3,11,1,1,1,1,14,10,10,1,0,0,1,0,0,19,0,0,6,6,6,0,0,6,6,6,0,Formado
2044,1,15,1,6,1,14,1,1,14,4,4,1,0,0,1,0,0,21,0,2,6,7,6,0,1,6,15,4,0,Formado
2045,1,1,2,12,1,1,1,13,1,10,2,0,0,0,1,0,0,20,0,0,7,9,6,0,0,8,9,7,0,Formado
2046,1,1,2,12,1,1,1,22,1,8,8,1,0,0,1,0,0,19,0,0,7,0,0,0,0,8,0,0,0,Evadido
2047,1,8,2,13,1,1,1,23,14,8,8,1,0,0,1,0,0,20,0,0,7,13,4,0,0,7,11,4,0,Evadido
2048,1,8,4,12,1,1,1,3,1,3,6,1,0,0,1,0,0,18,0,0,7,7,7,0,0,8,8,8,0,Formado
2049,1,1,4,12,1,1,1,1,14,10,8,1,0,0,1,0,0,19,0,0,8,8,7,0,0,8,8,7,0,Formado
2050,1,1,1,10,1,1,1,22,28,10,4,0,0,0,1,0,0,18,0,0,6,13,4,0,0,6,12,5,0,Formado
2051,1,8,1,10,1,1,1,23,28,8,8,1,0,0,1,0,1,18,0,0,6,6,6,0,0,6,7,6,0,Formado
2052,1,1,2,15,1,1,1,1,14,5,6,1,0,0,1,0,0,18,0,0,5,7,2,0,0,1,1,0,0,Evadido
2053,1,1,6,12,1,1,1,1,28,4,10,1,0,0,1,0,0,19,0,0,7,10,5,0,0,7,8,6,0,
2054,1,1,2,13,1,1,1,1,14,5,6,1,0,0,1,0,1,18,0,0,7,8,7,0,0,8,8,8,0,Formado
2055,1,1,1,5,1,1,14,22,14,10,9,1,0,0,1,0,1,19,1,0,6,6,6,0,0,6,6,6,0,Formado
2056,1,17,1,4,1,16,1,1,14,10,8,0,0,1,1,0,1,24,0,7,12,13,12,0,5,11,13,11,0,Formado
2057,1,15,1,6,1,14,1,22,27,10,10,0,0,0,1,0,0,20,0,2,6,8,6,0,1,6,18,2,0,
2058,1,1,1,9,1,1,1,1,14,6,8,1,0,0,1,0,1,21,0,0,5,6,5,1,0,5,7,4,0,Formado
2059,1,15,1,6,1,14,1,23,27,5,11,0,0,1,0,0,0,20,0,1,6,13,4,0,1,6,11,5,0,Evadido
2060,1,8,6,12,1,1,1,13,27,4,10,1,0,0,1,0,1,19,0,0,7,7,7,0,0,8,9,8,0,Formado
2061,1,8,5,13,1,1,1,13,14,10,9,1,0,0,1,0,1,19,0,0,7,8,7,0,0,8,8,8,0,Formado
2062,1,1,3,12,1,1,1,1,1,10,10,1,0,0,1,0,0,18,0,0,8,8,7,0,0,8,8,7,0,Formado
2063,1,1,1,6,1,1,1,23,28,5,8,1,0,0,1,0,0,19,0,0,6,12,5,0,0,6,14,5,0,Formado
2064,1,8,4,9,1,1,1,23,14,10,10,1,0,0,1,0,0,21,0,0,5,5,5,0,0,5,5,5,0,Formado
2065,1,1,2,16,1,1,1,1,28,10,9,1,0,0,1,0,1,19,0,0,6,7,6,0,0,6,6,6,0,Formado
2066,1,1,5,11,1,1,1,13,1,8,11,1,0,0,1,0,1,18,0,0,6,7,6,0,0,6,6,6,0,Formado
2067,1,8,5,5,1,1,1,4,1,5,5,1,1,0,1,0,1,17,0,0,6,6,6,0,0,6,6,6,0,Formado
2068,1,9,4,16,1,1,1,13,28,5,11,1,0,0,1,0,0,19,0,0,6,8,5,0,0,6,8,5,0,
2069,1,8,6,9,1,1,1,22,1,10,8,1,0,0,0,1,0,23,0,0,5,9,3,1,0,5,9,3,0,Evadido
2070,1,1,1,14,1,1,1,1,27,2,11,1,0,0,1,0,0,19,0,0,6,7,6,0,0,6,10,6,0,Formado
2071,1,1,1,12,1,1,1,13,3,10,5,1,0,0,1,0,0,18,0,0,7,7,6,0,0,7,7,6,0,Formado
2072,1,1,1,14,1,1,1,23,28,6,10,1,0,0,1,0,0,20,0,0,6,9,6,0,0,6,8,5,0,Formado
2073,1,1,3,6,1,1,1,1,14,10,10,1,0,0,1,0,1,19,0,0,5,6,5,0,0,5,5,5,0,Formado
2074,1,1,1,10,1,1,1,13,28,4,10,1,0,0,1,0,1,18,0,0,6,6,6,0,0,6,6,6,0,Formado
2075,1,8,2,10,1,1,1,22,27,10,5,0,0,0,1,0,1,19,0,0,6,7,6,0,0,6,6,6,0,Formado
2076,1,1,4,10,1,1,1,23,1,5,11,1,0,0,1,0,0,19,0,0,6,8,6,0,0,6,6,6,0,Formado
2077,1,8,1,12,1,1,1,13,27,5,9,1,0,0,1,0,0,18,0,0,8,9,8,1,0,8,9,8,1,Formado
2078,1,8,2,12,1,1,1,3,3,4,7,1,0,0,1,0,0,18,0,0,7,8,7,0,0,8,9,7,0,Formado
2079,1,1,5,12,1,1,1,23,28,8,8,1,0,0,1,0,1,19,0,0,7,7,6,0,0,7,7,6,0,Formado
2080,1,1,1,12,1,1,1,23,27,10,10,0,0,0,1,0,1,19,0,0,8,12,7,0,0,8,12,7,0,Formado
2081,1,1,1,12,1,1,1,4,4,3,2,0,0,0,1,0,0,19,0,0,7,7,6,0,0,7,7,6,0,Formado
2082,1,1,2,12,1,1,1,22,27,10,9,1,0,0,1,0,0,21,0,0,7,11,7,0,0,8,8,8,0,Formado
2083,1,1,3,15,1,1,1,3,1,3,4,1,0,0,1,0,0,18,0,0,6,7,6,0,0,6,6,6,0,Formado
2084,1,1,1,15,1,1,1,13,27,10,10,0,0,0,1,0,1,19,0,0,6,7,6,0,0,6,6,6,0,Formado
2085,1,1,4,15,1,1,1,13,27,13,12,0,0,0,0,0,0,18,0,0,4,4,0,0,0,4,4,0,0,Evadido
2086,1,4,1,3,0,3,1,1,1,5,5,0,0,0,1,0,0,30,0,0,6,0,0,0,0,6,0,0,0,Evadido
2087,1,8,1,8,1,1,1,3,2,4,7,1,0,0,1,0,0,18,0,0,6,8,6,0,0,6,8,5,0,Evadido
2088,1,1,3,12,1,1,1,13,14,5,9,1,0,0,1,0,1,20,0,0,7,7,6,0,0,7,7,6,0,Formado
2089,1,12,1,14,1,12,1,1,1,5,8,0,0,1,0,0,0,25,0,0,5,5,5,0,0,5,5,5,0,Evadido
2090,1,1,5,12,1,1,1,23,27,6,8,1,0,0,1,0,0,18,0,0,7,7,6,0,0,7,7,6,0,Formado
2091,5,1,3,6,1,1,1,13,14,5,8,1,0,0,1,0,0,21,0,0,5,13,5,2,0,5,10,3,1,
2092,1,1,1,12,1,1,1,5,4,3,2,0,0,0,1,0,0,18,0,0,8,8,7,0,0,8,8,7,0,Formado
2093,1,1,1,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,0,0,7,7,6,0,Formado
2094,1,8,1,16,1,1,1,3,3,3,3,1,0,0,0,0,0,29,0,0,6,9,6,0,0,6,8,5,0,Evadido
2095,1,14,1,8,1,1,1,3,3,3,3,0,0,0,1,0,0,20,0,10,17,29,14,4,7,12,24,12,1,Formado
2096,1,4,1,12,1,3,1,3,1,5,5,0,0,0,1,0,0,26,0,0,7,0,0,0,0,8,0,0,0,Evadido
2097,1,1,2,10,1,1,1,23,1,8,8,1,0,0,1,0,0,21,0,0,6,8,5,0,0,6,6,6,0,Formado
2098,1,9,1,12,1,1,1,22,14,6,6,0,0,0,1,0,1,19,0,0,8,9,8,1,0,8,9,8,1,Formado
2099,1,8,2,11,1,1,1,13,14,6,6,1,0,1,1,0,0,19,0,0,6,10,6,0,0,6,8,5,0,Evadido
2100,1,8,1,15,1,1,1,23,28,10,6,0,0,0,1,0,0,21,0,0,6,8,5,0,0,6,8,5,0,
2101,1,9,1,3,0,1,1,1,1,5,4,0,0,1,1,0,0,20,0,0,6,13,4,0,0,6,15,4,0,Formado
2102,1,1,6,12,1,1,1,22,27,10,9,1,0,0,1,0,1,18,0,0,7,8,7,0,0,8,8,8,0,Formado
2103,1,1,2,15,1,1,1,19,14,4,1,1,0,0,0,0,0,20,0,0,6,10,4,0,0,6,15,3,0,Evadido
2104,1,1,1,10,1,1,1,13,28,10,10,0,1,0,1,0,1,20,0,0,6,9,6,0,0,6,7,6,0,Formado
2105,1,14,1,12,1,1,1,13,14,5,8,0,0,0,1,0,1,18,0,0,7,11,5,0,0,7,7,2,0,
2106,1,7,1,5,1,1,1,1,1,4,4,1,0,0,1,0,0,18,0,0,6,6,1,0,0,6,7,4,0,
2107,1,1,1,15,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,6,6,6,0,0,6,9,5,0,Formado
2108,1,8,1,6,1,1,1,2,14,3,10,1,0,0,1,0,0,18,0,0,5,12,2,0,0,5,12,3,2,
2109,1,15,1,6,1,14,1,3,3,3,3,1,0,0,1,0,0,22,0,2,6,7,6,0,1,6,9,5,0,Formado
2110,1,15,3,6,1,14,1,1,14,5,2,1,0,0,1,0,0,19,0,0,5,10,1,1,0,5,8,3,0,
2111,1,8,1,4,1,1,1,13,1,10,3,1,0,0,1,0,1,19,0,0,6,7,6,0,0,6,8,6,0,Formado
2112,1,1,2,13,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,7,9,7,0,0,8,8,8,0,Formado
2113,1,1,1,10,1,1,1,23,28,28,42,1,0,1,1,0,0,20,0,0,6,8,6,0,0,6,7,6,0,Formado
2114,1,8,1,16,1,1,1,23,27,6,6,1,0,0,1,0,0,18,0,0,6,9,5,0,0,6,9,4,0,Evadido
2115,1,8,2,14,1,1,1,1,14,6,6,1,0,0,1,0,0,21,0,0,6,0,0,0,0,6,0,0,0,Evadido
2116,1,1,1,10,1,1,1,1,14,5,5,0,0,0,1,0,0,19,0,0,6,7,6,0,0,6,7,6,0,Formado
2117,1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,0,18,0,0,8,8,8,0,0,8,8,8,0,Evadido
2118,1,1,4,15,1,1,4,10,10,12,5,1,0,0,1,0,0,18,1,0,6,6,6,0,0,6,8,5,0,Formado
2119,1,8,1,2,1,1,1,1,1,7,8,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,
2120,1,8,1,6,1,1,1,13,14,5,10,1,0,1,0,0,1,21,0,0,6,16,2,0,0,6,8,0,0,Evadido
2121,1,1,1,9,1,1,1,1,28,6,6,0,0,1,1,0,0,19,0,0,5,10,5,0,0,5,8,4,0,Formado
2122,1,1,1,9,1,1,1,22,27,10,8,1,0,0,1,0,1,19,0,0,5,5,5,0,0,5,8,5,0,Formado
2123,1,8,3,10,1,1,1,1,14,5,11,1,0,0,1,0,0,19,0,0,6,10,5,0,0,6,7,0,0,Evadido
2124,1,1,1,2,1,1,1,5,3,4,4,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,Formado
2125,1,14,1,11,1,1,1,23,28,10,10,0,0,0,1,0,1,19,0,0,6,0,0,0,0,6,11,1,0,Evadido
2126,1,8,2,12,1,1,1,23,1,6,8,1,0,0,1,0,1,20,0,0,7,9,6,0,0,8,9,8,0,Evadido
2127,1,1,3,12,1,1,1,12,13,2,2,1,0,0,0,0,0,18,0,0,8,9,6,1,0,8,9,6,1,Evadido
2128,1,1,1,2,1,1,1,13,14,9,9,1,0,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,Evadido
2129,1,1,1,5,1,1,1,13,1,6,8,1,0,0,1,0,0,18,0,0,6,6,6,0,0,6,8,6,0,Formado
2130,1,1,1,6,1,1,1,13,27,4,8,0,0,0,1,0,0,18,0,0,6,13,6,0,0,6,16,4,0,
2131,1,1,1,10,1,1,1,1,27,6,8,0,0,0,1,0,1,19,0,0,6,8,6,0,0,6,8,6,0,Formado
2132,1,1,2,9,1,1,1,13,27,5,6,1,0,0,1,0,0,20,0,0,5,8,3,0,0,5,8,5,0,Formado
2133,1,8,5,12,1,1,1,1,1,5,6,1,0,0,1,0,1,19,0,0,7,9,7,0,0,8,12,8,0,Formado
2134,1,1,3,12,1,1,1,13,28,2,2,1,0,0,1,0,0,18,0,0,8,8,7,0,0,8,8,7,0,Formado
2135,1,12,1,11,1,1,1,13,1,5,2,0,0,1,1,0,0,25,0,0,6,6,0,0,0,6,6,0,0,Evadido
2136,1,8,5,5,1,1,1,22,27,10,10,1,0,0,0,0,0,18,0,0,6,9,4,1,0,6,6,6,0,Formado
2137,1,1,5,15,1,1,1,23,14,10,10,1,0,0,1,0,0,19,0,0,6,7,6,0,0,6,7,6,0,Formado
2138,1,8,2,13,1,1,1,13,28,5,9,1,0,0,1,0,1,19,0,0,7,7,7,0,0,8,8,8,0,Formado
2139,1,1,1,9,1,1,1,13,14,6,9,0,0,1,0,0,1,20,0,0,5,12,2,1,0,5,13,2,0,Evadido
2140,1,8,5,12,1,1,1,1,1,6,5,1,0,0,1,0,0,18,0,0,7,9,7,0,0,8,9,7,0,
2141,1,8,4,6,1,1,1,23,27,5,10,1,0,0,1,0,0,20,0,0,5,12,2,0,0,5,12,5,1,Formado
2142,1,8,1,10,1,1,1,1,1,10,10,1,0,0,1,0,0,21,0,0,6,8,6,0,0,6,7,6,0,Formado
2143,1,1,2,2,1,1,1,3,1,3,4,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,Formado
2144,2,12,1,3,0,9,1,22,27,8,10,0,0,0,1,0,0,42,0,0,6,6,6,0,0,6,6,6,0,Formado
2145,1,8,1,8,1,1,1,3,3,3,3,1,0,1,0,0,0,18,0,0,6,9,5,0,0,6,12,5,0,
2146,1,1,1,5,1,1,1,22,27,10,7,0,0,0,1,0,1,19,0,0,6,7,5,0,0,6,6,6,0,Formado
2147,1,1,6,11,1,1,1,23,14,10,6,1,0,0,1,0,0,18,0,0,6,11,6,0,0,6,11,4,0,Formado
2148,1,5,1,6,1,1,1,13,14,5,6,1,0,0,1,0,0,21,0,0,5,6,5,0,0,5,5,5,0,Formado
2149,1,1,1,10,1,1,1,23,27,6,6,0,0,0,1,0,1,20,0,0,6,8,6,0,0,6,7,6,0,Formado
2150,1,1,1,16,1,1,1,1,14,4,4,1,0,0,1,0,0,20,0,0,7,7,7,0,0,7,7,7,0,Formado
2151,1,15,1,6,1,14,1,3,1,3,10,1,0,0,1,0,0,21,0,1,6,13,3,0,1,6,13,5,0,
2152,1,1,4,12,1,1,1,23,27,8,8,1,0,0,1,0,0,19,0,0,7,9,7,0,0,8,9,8,0,Formado
2153,1,13,1,10,1,1,1,1,14,5,10,0,0,0,1,0,0,21,0,10,13,21,11,0,6,11,13,9,0,Formado
2154,1,1,1,5,1,1,1,23,14,23,44,1,1,0,1,0,0,19,0,0,6,6,6,0,0,6,7,6,0,Formado
2155,1,1,1,12,1,1,1,13,14,10,10,0,0,0,1,0,1,19,0,0,7,10,7,0,0,8,10,8,0,Formado
2156,1,8,2,2,1,1,1,1,1,5,2,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,
2157,1,15,1,6,1,14,1,22,14,10,11,1,0,0,1,0,0,22,0,1,6,13,6,0,1,6,7,6,0,Formado
2158,1,1,2,16,1,1,1,3,1,4,6,0,0,0,1,0,0,21,0,0,6,8,5,0,0,6,9,5,0,Formado
2159,1,8,4,11,1,1,1,22,27,6,9,1,0,0,1,0,1,18,0,0,6,14,2,0,0,6,14,3,0,Evadido
2160,1,1,4,12,1,1,1,1,3,2,3,0,0,0,1,0,1,20,0,0,8,8,7,0,0,8,8,7,0,Formado
2161,1,8,2,14,1,1,1,19,27,1,1,1,0,1,0,0,0,18,0,0,5,8,3,0,0,5,6,4,0,Evadido
2162,1,8,1,10,1,1,1,13,27,8,10,0,0,0,1,0,0,20,0,0,6,6,0,0,0,5,5,0,0,Evadido
2163,1,8,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,23,0,0,7,7,6,0,0,8,11,7,0,Formado
2164,1,1,2,15,1,1,1,1,1,4,4,1,0,0,1,0,0,18,0,0,6,6,6,0,0,6,6,6,0,Formado
2165,1,15,1,10,1,14,1,1,1,10,4,1,0,0,1,0,0,20,0,3,6,6,6,0,2,6,6,6,0,Formado
2166,1,8,1,12,1,1,1,23,27,6,10,1,0,0,1,0,1,18,0,0,8,8,7,0,0,8,8,7,0,Formado
2167,1,1,6,9,1,1,1,23,28,10,10,1,0,0,1,0,0,20,0,0,5,8,4,0,0,5,8,5,0,Formado
2168,1,9,2,12,1,1,1,1,3,4,3,1,0,0,1,0,0,18,0,0,7,8,7,0,0,8,9,8,0,Formado
2169,1,8,1,14,1,1,1,3,3,3,2,1,0,0,1,0,0,20,0,0,6,7,6,0,0,6,6,6,0,Formado
2170,1,1,5,12,1,1,1,1,1,6,9,1,0,0,1,0,0,19,0,0,8,8,7,0,0,8,8,7,0,Formado
2171,1,15,1,6,1,14,1,1,14,5,5,0,0,0,1,0,0,21,0,2,6,9,6,0,0,6,9,6,0,Formado
2172,2,4,1,5,1,17,1,22,1,10,8,0,0,0,1,0,0,33,0,0,6,7,6,0,0,6,8,3,0,Formado
2173,1,1,1,6,1,1,1,10,2,5,3,0,0,1,0,0,0,24,0,0,5,6,1,0,0,5,5,0,0,Evadido
2174,1,14,1,10,1,1,1,1,28,5,4,0,0,0,1,0,1,20,0,8,11,12,11,0,6,11,14,11,0,Formado
2175,1,1,1,2,1,1,1,13,28,10,2,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,Formado
2176,1,1,4,5,1,1,1,1,1,8,4,1,0,0,1,0,0,18,0,0,6,6,6,0,0,6,6,6,0,Formado
2177,1,14,1,3,0,6,1,19,24,1,1,0,0,1,1,0,0,29,0,1,6,9,4,0,1,6,13,2,0,Evadido
2178,1,8,1,12,1,1,1,1,1,6,6,0,1,0,1,0,0,18,0,0,7,7,7,0,0,8,11,8,0,Formado
2179,1,1,3,15,1,1,1,23,27,6,6,1,0,0,1,0,0,19,0,0,6,8,6,0,0,6,7,6,0,Formado
2180,1,8,1,2,1,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,Evadido
2181,1,8,1,10,1,1,1,13,14,6,5,0,0,0,1,0,1,18,0,0,6,8,5,0,0,6,9,6,0,Formado
2182,1,14,1,12,1,1,1,13,14,8,8,0,0,0,1,0,1,19,0,0,7,9,6,0,0,8,11,8,0,Formado
2183,1,13,1,16,1,1,1,22,14,10,4,0,0,0,1,0,0,20,0,6,14,22,12,0,5,12,18,10,0,Evadido
2184,1,8,2,10,1,1,1,2,1,4,5,1,0,0,1,0,0,19,0,0,6,14,1,0,0,6,12,2,0,
2185,1,8,1,11,1,1,1,13,14,8,6,1,0,0,1,0,1,19,0,0,6,10,4,0,0,6,9,3,0,Formado
2186,1,1,1,5,1,1,1,13,27,5,5,0,0,0,1,0,1,18,0,1,6,8,6,1,0,6,12,5,0,
2187,1,1,6,12,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,8,8,8,0,0,8,8,8,0,Formado
2188,1,8,1,11,1,1,1,3,1,3,4,0,0,0,1,0,1,19,0,0,6,15,6,0,0,6,9,3,0,Formado
2189,1,8,4,15,1,1,1,1,1,6,6,0,0,1,1,1,0,20,0,0,6,7,5,0,0,6,6,6,0,Evadido
2190,1,8,1,2,1,1,1,22,27,10,7,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,
2191,1,1,6,12,1,1,1,4,14,3,4,1,0,0,1,1,0,18,0,0,7,0,0,0,0,8,0,0,0,Evadido
2192,1,12,1,4,1,1,1,3,1,3,5,0,0,1,0,1,0,35,0,0,6,8,5,0,0,6,10,4,0,Evadido
2193,1,8,1,7,1,1,1,13,28,10,8,0,0,0,1,1,0,18,0,0,5,10,3,0,0,5,6,3,1,
2194,1,1,1,2,1,1,1,22,14,6,9,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,Formado
2195,1,1,2,15,1,1,1,23,14,5,8,1,0,0,1,1,1,19,0,0,6,8,4,0,0,6,8,6,0,
2196,1,8,2,9,1,1,1,1,28,6,8,1,0,0,1,1,0,20,0,0,5,8,2,0,0,5,11,4,0,
2197,1,14,1,5,1,1,1,1,1,5,8,1,0,0,1,1,0,19,0,3,6,7,3,0,1,6,13,4,0,
2198,1,1,3,9,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,5,8,3,0,0,5,7,2,0,Evadido
2199,1,12,2,13,1,1,1,1,1,10,11,0,0,0,1,1,0,24,0,0,7,18,0,0,0,7,13,0,1,Evadido
2200,1,12,1,3,0,1,1,22,27,10,8,1,0,1,0,1,0,29,0,0,6,11,4,0,0,6,7,0,0,Evadido
2201,1,12,1,12,1,1,1,23,3,10,2,0,0,0,1,1,0,24,0,0,7,11,7,0,0,8,22,2,0,Formado
2202,1,8,2,11,1,1,1,13,28,7,7,1,0,0,1,1,0,19,0,0,6,8,5,0,0,6,11,4,0,Formado
2203,2,4,1,2,1,3,1,13,14,10,10,1,0,0,1,1,0,37,0,0,0,0,0,0,0,0,0,0,0,Evadido
2204,1,3,2,5,1,1,1,1,1,5,11,1,0,0,1,1,0,18,0,0,6,7,5,0,0,6,6,5,0,Formado
2205,1,15,1,7,1,14,1,1,1,10,9,0,0,0,1,1,1,20,0,3,7,12,6,0,1,6,10,6,0,
2206,1,1,5,9,1,1,1,24,29,4,4,1,0,0,0,1,0,18,0,0,5,0,0,0,0,5,0,0,0,Evadido
2207,1,14,1,9,1,1,1,22,14,10,9,0,0,0,1,1,0,22,0,0,5,5,0,0,0,5,9,3,2,
